    0.137203760919790329E+04    0.297535358983188163E-01    0.538670195706612343E+00    0.663869620859367959E+00    0.636634816254613378E+00    0.360864548990954326E+00    0.267257241824737113E+01    0.326204938836488623E+01    0.177908088911494167E+01   -0.983537798684930742E+01
    0.134987329798988344E+04    0.631247145480267197E-01    0.482513013916190225E+00    0.726490020400427650E+00    0.678739426107404564E+00    0.526972014511454145E+00    0.266395565762844111E+01    0.396870543764028127E+01    0.236986448418687212E+01   -0.961233905124873722E+01
    0.132010388543557110E+04    0.567089984140558834E-01    0.196776970720995897E+00    0.613181063112177127E+00    0.702849852921050844E+00    0.430356645700211204E+00    0.240846670107139227E+01    0.323821119748083142E+01    0.231335993589909794E+01   -0.947261553016443436E+01
    0.136895201530823488E+04    0.433618826056580489E-01    0.341405410565690293E+00    0.632374301571655417E+00    0.714037806589055912E+00    0.475678921767555218E+00    0.262183810930765171E+01    0.317805694839102548E+01    0.177890624652980822E+01   -0.839255066489660884E+01
    0.138426538738429053E+04    0.590449215173818875E-01    0.706662239800601943E+00    0.692906603870800275E+00    0.565579810709610387E+00    0.394381641222612989E+00    0.243628748571374798E+01    0.333835023034550549E+01    0.196856168285540356E+01   -0.838028014820416089E+01
    0.141111080923388613E+04    0.324291620994941179E-02    0.647047369379888382E+00    0.624822056713087770E+00    0.658936898203116295E+00    0.412323806675615079E+00    0.241210864998552266E+01    0.287856466383978660E+01    0.196772731082873231E+01   -0.815534315174594759E+01
    0.138731575398878886E+04    0.459688031945878831E-01    0.705350909522724168E+00    0.680668790233253551E+00    0.609834679132615354E+00    0.433691579222935386E+00    0.285445665093662804E+01    0.291011471103671360E+01    0.206306449331796182E+01   -0.747604040254708657E+01
    0.133799611358378661E+04    0.562413895706298239E-01    0.224813052858493845E+00    0.659057063040951574E+00    0.707179330470823375E+00    0.444269156567986157E+00    0.251997902028486864E+01    0.376681456136245618E+01    0.237083708048511843E+01   -0.723305251798112447E+01
    0.133631216432030010E+04    0.453371886353877360E-01    0.167662270974942185E+00    0.651363786197325378E+00    0.631259590974886597E+00    0.478417681225384583E+00    0.245942273108243414E+01    0.323599011229030431E+01    0.187087090930418443E+01   -0.710787895867544695E+01
    0.134680614747323057E+04    0.574044548864488732E-01    0.322648267934415478E+00    0.569979912155664348E+00    0.739764976373953775E+00    0.444822245105844505E+00    0.296262289206298046E+01    0.320704281449479689E+01    0.224741781657641093E+01   -0.686761509418564842E+01
    0.134717896486038671E+04    0.159951692256980992E-01    0.346625533517559759E+00    0.567181365360566514E+00    0.670177573328925913E+00    0.383739706919617118E+00    0.297783828566435593E+01    0.269741710580677152E+01    0.216378002220427357E+01   -0.679471203703096460E+01
    0.134207947589487731E+04    0.242750844464904060E-01    0.275652902378170916E+00    0.692982916169134433E+00    0.751284210785020945E+00    0.498870465037523247E+00    0.273583143850583088E+01    0.365344322276703792E+01    0.194385535158065692E+01   -0.668253373932156336E+01
    0.136117212584817435E+04    0.181713545808848964E-01    0.151719972517179447E+00    0.632460194701903955E+00    0.797585915377183485E+00    0.554232691436843283E+00    0.261478211402644911E+01    0.268972423529134819E+01    0.186013076959492296E+01   -0.667828599296061931E+01
    0.136409588567557171E+04    0.453501238340633522E-01    0.487003278882319590E+00    0.669583725981459765E+00    0.751810975942225790E+00    0.397932081876647581E+00    0.259186619465278545E+01    0.372833870524423805E+01    0.240857266860135777E+01   -0.658437004746187693E+01
    0.137710126325641613E+04    0.103382401338403974E-01    0.416445494156817975E+00    0.679940944341825282E+00    0.688518015613506340E+00    0.454270953520678200E+00    0.268363202243314225E+01    0.290056956949024203E+01    0.196747711512543955E+01   -0.649256951277920002E+01
