    0.139807693655828234E+04    0.407210463042722362E-01    0.601935524999542948E+00    0.187523640777135514E+00    0.535339497836221145E+00    0.372328642566105816E+00    0.220668011914015860E+01    0.341125509482217071E+01    0.228698029996915420E+01   -0.143594960493041981E+02
    0.134077521490944264E+04    0.473907937281481742E-01    0.337737704266750205E+00    0.206071732336879976E+00    0.497096952122590141E+00    0.417542805450425047E+00    0.244536735559093854E+01    0.294485500654222276E+01    0.194536708797433655E+01   -0.135024630300050212E+02
    0.135289759033825339E+04    0.616158740500967299E-02    0.282574575405082906E+00    0.210371293199441395E+00    0.452482093620175552E+00    0.357086752194431090E+00    0.277528959837302258E+01    0.296276802700473185E+01    0.181909217509647148E+01   -0.134465302186487499E+02
    0.134518768166542577E+04    0.856478805899873463E-01    0.313096225154551600E+00    0.187400894512436605E+00    0.493277034557620786E+00    0.385849323686482393E+00    0.279184062515232778E+01    0.357509829337518958E+01    0.188429522964211738E+01   -0.128988754952788796E+02
    0.135284563621224925E+04    0.117780386834093562E-01    0.129009917922570549E+00    0.214625197702388304E+00    0.451620920888608834E+00    0.357576429048136468E+00    0.281634989724735174E+01    0.323590266735135845E+01    0.234575971573755027E+01   -0.127830633102363294E+02
    0.133575791347047266E+04    0.734511292251943115E-01    0.431293233975214463E+00    0.206250398029164866E+00    0.493820647957310344E+00    0.326320908199984716E+00    0.260847106918720062E+01    0.335049612967815902E+01    0.200072850469435881E+01   -0.123237295121823607E+02
    0.132992106282128407E+04    0.921309917147764001E-01    0.371306455967293891E+00    0.188324171135639984E+00    0.563834695253705553E+00    0.340968399724031035E+00    0.278538933382697573E+01    0.290647576698471966E+01    0.198994079757538112E+01   -0.122957175250085520E+02
    0.133658753843243016E+04    0.419966402360284416E-01    0.342702802097685610E+00    0.186975160566112436E+00    0.467588668564747456E+00    0.345673586145471390E+00    0.248183890758379899E+01    0.340660894679573367E+01    0.183337573714961444E+01   -0.121066398925508487E+02
    0.132685270321216672E+04    0.811236936303626754E-01    0.395497288468733832E+00    0.201213512518428755E+00    0.523130100372023676E+00    0.369431277378848344E+00    0.278956523874425333E+01    0.341283311976383352E+01    0.193554417495815234E+01   -0.120948613791784538E+02
    0.131985737679486579E+04    0.522787827402830668E-01    0.745044760306010911E-01    0.168474001302449550E+00    0.549687492435210201E+00    0.380180764996741194E+00    0.261483900677523851E+01    0.322413874302191861E+01    0.193282337417416450E+01   -0.115586281594184843E+02
    0.133084659490275226E+04    0.704380793033818620E-01    0.207309866138507687E+00    0.163509634176082858E+00    0.510840703883710834E+00    0.356967887388544236E+00    0.228000544079279255E+01    0.335531884807030467E+01    0.189858548664626259E+01   -0.111959122524907748E+02
    0.135361622498123529E+04    0.392966708764533601E-01    0.118466967825813951E+00    0.171177394001153671E+00    0.478525276519319476E+00    0.370100271517836199E+00    0.257280102191237692E+01    0.333724479776695748E+01    0.187479107764624331E+01   -0.109831219089069023E+02
    0.135244413021571245E+04    0.636306819589651379E-01    0.251331745346739688E+00    0.186756592981025038E+00    0.538707444854572670E+00    0.356565207011688035E+00    0.234047124929929051E+01    0.316222967347956363E+01    0.205162537804178680E+01   -0.109752073572024020E+02
    0.135057756073635028E+04    0.735743026095305175E-01    0.256235275302798882E+00    0.205029512013320009E+00    0.510893972831707233E+00    0.351661801181066824E+00    0.286893391438440926E+01    0.296974197749418156E+01    0.211365853935370307E+01   -0.109621760546119855E+02
    0.134170161603776842E+04    0.908506577114490121E-02    0.176887869637325140E+00    0.212911988587479922E+00    0.469685411000317243E+00    0.346435945416837199E+00    0.271945012569047417E+01    0.367983310727815116E+01    0.196258883600259360E+01   -0.108560104457101723E+02
    0.135149917146910889E+04    0.509498625668000013E-01    0.674894892191666429E-01    0.215326155426648430E+00    0.438399501038344352E+00    0.349011569191268023E+00    0.274877908372411639E+01    0.316469725666359736E+01    0.217717859321159279E+01   -0.107976865183224273E+02
    0.137775912611189256E+04    0.611626158247771737E-01    0.650017272192366713E+00    0.174531579535109699E+00    0.407921269915276274E+00    0.349898118514116840E+00    0.260139485079233790E+01    0.347668495651166509E+01    0.231278241558460840E+01   -0.107906676071317325E+02
    0.138772331569623952E+04    0.208862378366196366E-01    0.633689474414719456E+00    0.190256099179173022E+00    0.500937376080335617E+00    0.369719198248646908E+00    0.244905790881975349E+01    0.312908044558180576E+01    0.183378507207567765E+01   -0.105752674114325096E+02
    0.142855219430908755E+04    0.298821489552490126E-01    0.709414782798704291E+00    0.193299910569909889E+00    0.495382180011033069E+00    0.299997847562894826E+00    0.259374820890210733E+01    0.279008705905660781E+01    0.196229264466508102E+01   -0.105102052140165707E+02
    0.137270725731296261E+04    0.605381034174880817E-01    0.468854848168190896E+00    0.193302102951304261E+00    0.530230037980235158E+00    0.335588329988836087E+00    0.267605072077501305E+01    0.306920595410083097E+01    0.215503001169793063E+01   -0.104813941216859305E+02
    0.137856495921487840E+04    0.352729216103182669E-01    0.702083501283773725E+00    0.213665826174315177E+00    0.455068599021366760E+00    0.322898638943718841E+00    0.257912419383874258E+01    0.340119349015860362E+01    0.196810375974104446E+01   -0.103633987856044456E+02
    0.134185383727625413E+04    0.796392085641143416E-01    0.319896991166628009E+00    0.208028549157098730E+00    0.562671796819971703E+00    0.380418849812897863E+00    0.298541612049718097E+01    0.320321399171841792E+01    0.180786915781254454E+01   -0.103445881493913490E+02
    0.139904804015263926E+04    0.310820408745490669E-01    0.601873146178705243E+00    0.186545344861986762E+00    0.565631048771824907E+00    0.341248165827115479E+00    0.256191988435999773E+01    0.373886624069142570E+01    0.208787897161768488E+01   -0.102880733992222471E+02
    0.135098260824286581E+04    0.648729384673193132E-01    0.417302271457224927E+00    0.197026704752407383E+00    0.599316102968538100E+00    0.381589723616243659E+00    0.262720019882921907E+01    0.342123046060685088E+01    0.188423842119132967E+01   -0.102727504790885149E+02
    0.132202391274908155E+04    0.491323784024462612E-01    0.759371519513361432E-01    0.193840604341489697E+00    0.483537775188249197E+00    0.350447705628204431E+00    0.257365873247014321E+01    0.348524525268481211E+01    0.220264060509685367E+01   -0.999978234840473945E+01
    0.132833648809617512E+04    0.660723687445125274E-01    0.316480621292877851E+00    0.178054275145878571E+00    0.485065608437652895E+00    0.380244534124731692E+00    0.279326367323969249E+01    0.329551231354074980E+01    0.179197232657045591E+01   -0.998247827392150100E+01
    0.134518924185301375E+04    0.618913378759218397E-01    0.392770548336472958E+00    0.190371059482113025E+00    0.468187247109026650E+00    0.333583352375833031E+00    0.238612973272474971E+01    0.347287400988100581E+01    0.185346716634469177E+01   -0.997015795495741308E+01
    0.138034696151415415E+04    0.289727132717554209E-01    0.514640797994061594E+00    0.180310427480592617E+00    0.545304772501757684E+00    0.382011892727064761E+00    0.286127441793646975E+01    0.342664944950556638E+01    0.216891718126148358E+01   -0.991876394366024883E+01
    0.135078765255360122E+04    0.430207922794356018E-01    0.220440287247487821E+00    0.143866035272990134E+00    0.546392054432772722E+00    0.344874166410498784E+00    0.248622949978863028E+01    0.318807830466517927E+01    0.173897926950006010E+01   -0.988537791070145033E+01
    0.132998220494809016E+04    0.606697731067510557E-01    0.179210375533801480E+00    0.186752486613631169E+00    0.456822245764185397E+00    0.400771281867256024E+00    0.260068871438337723E+01    0.351299415494820400E+01    0.193089022314008174E+01   -0.988131196605034212E+01
    0.138606704969956786E+04    0.325940138857485490E-01    0.665860309252166216E+00    0.201660532105839702E+00    0.454568565556924986E+00    0.361591879195210131E+00    0.247976133626899520E+01    0.321440495330077347E+01    0.213310108927601050E+01   -0.978326366785023538E+01
    0.135503978553348315E+04    0.302582784543960134E-01    0.756764681780568299E-01    0.191864995600241700E+00    0.469123582105066494E+00    0.341786781157635500E+00    0.283036629193525746E+01    0.330697319545594093E+01    0.192201795275507314E+01   -0.974394050181863669E+01
    0.135733001960512297E+04    0.435044321052217992E-01    0.213351934180999986E+00    0.190971723854628461E+00    0.607713917944294968E+00    0.348630112510292911E+00    0.266546471440093091E+01    0.312244138973986729E+01    0.199403180647427458E+01   -0.972683512675502904E+01
    0.140161313999709296E+04    0.203725293713474843E-01    0.678300781860581181E+00    0.188400365552224114E+00    0.556246840273615595E+00    0.368864796580555709E+00    0.296878172025487741E+01    0.346135415472999242E+01    0.192374243874957052E+01   -0.972107984447760032E+01
    0.133810100442524526E+04    0.687785441398796049E-01    0.275079696820907937E+00    0.181057980289740322E+00    0.513406760948448393E+00    0.342138967518525849E+00    0.236575588702384021E+01    0.315725312193607088E+01    0.177411073422653986E+01   -0.971835008921278920E+01
    0.135181896976477401E+04    0.442805915514795506E-01    0.400922216224817329E+00    0.194004377757140078E+00    0.497908023172237924E+00    0.301335540082424524E+00    0.204958267654721249E+01    0.350853400197579113E+01    0.193510607462243422E+01   -0.969259635681209986E+01
    0.135860061156533425E+04    0.241906255679792959E-01    0.437345268364882855E+00    0.173192970473238811E+00    0.527213303593320859E+00    0.375964994481759518E+00    0.261244521017876918E+01    0.296606312247241899E+01    0.164990124169474028E+01   -0.956123270718861384E+01
    0.132775338902692010E+04    0.506845932598599738E-01    0.259351147872664112E+00    0.189410206283861404E+00    0.559065623590585092E+00    0.376544241877328711E+00    0.317856956288586767E+01    0.341579540423718742E+01    0.185100399263391213E+01   -0.955522068839647076E+01
    0.138548761039619353E+04    0.566423551826342880E-01    0.635927026992034294E+00    0.182818009703636375E+00    0.474873737758364112E+00    0.356048830974256825E+00    0.264829080042212350E+01    0.306488799745938678E+01    0.220548386305327648E+01   -0.951213194091626768E+01
    0.134285712819136143E+04    0.561734475617723106E-01    0.295856495024042244E-01    0.193638529990630026E+00    0.494112139117764471E+00    0.354618746394443907E+00    0.260769519416521778E+01    0.345161688200265671E+01    0.200463622627956983E+01   -0.950634315058482571E+01
    0.138505904577183560E+04    0.442832874071093577E-01    0.553188890042442982E+00    0.181872077775437180E+00    0.494377934794995255E+00    0.323877135917687853E+00    0.230103927813517650E+01    0.314607853416664351E+01    0.193528529730793353E+01   -0.950453515816975347E+01
    0.136460738334217126E+04    0.586210290752605459E-01    0.379566393653292922E+00    0.206217957465399476E+00    0.502204867528421528E+00    0.375260879371272726E+00    0.280158296625645997E+01    0.346703406220096122E+01    0.214512054776329242E+01   -0.949979073613882008E+01
    0.136969072443042182E+04    0.626492808598232004E-01    0.557788890592897380E+00    0.172416226571381503E+00    0.400400926949883829E+00    0.334552017148849024E+00    0.246584730384638418E+01    0.382322965309233442E+01    0.181615078897921878E+01   -0.946619366726043410E+01
    0.135285483842954864E+04    0.685673554795172141E-01    0.389808117785229724E+00    0.199439260094162463E+00    0.424573942655813497E+00    0.381600210943415563E+00    0.281450257404266369E+01    0.316830191526171312E+01    0.189492980251645760E+01   -0.944267938551201169E+01
    0.134462616237278576E+04    0.686714187444961294E-01    0.360000504499451812E+00    0.203274989016976382E+00    0.565367844400388342E+00    0.350673070376749996E+00    0.256623057097339835E+01    0.303169829409345004E+01    0.197301030562465196E+01   -0.944250128745233397E+01
