    0.158147606253623962E+04    0.993548154830932617E+00    0.964202266931533769E+00    0.172955016316335586E+00    0.514794576426101269E+00    0.360648447981420872E+00    0.208719534965698150E+01    0.280517172400579096E+01    0.194351089303749447E+01   -0.192546082512978455E+12   -0.599146350544150419E+01    1
    0.132507702708244324E+04    0.978136181831359863E+00    0.956801113486289934E+00    0.196478002726790613E+00    0.538488213019263529E+00    0.352565246396276066E+00    0.252616134006052118E+01    0.271910044932899631E+01    0.196813206394636997E+01   -0.188203229758103485E+12   -0.599396350544151169E+01    1
    0.127526929974555969E+04    0.978437662124633789E+00    0.950887743830680865E+00    0.156216424838429735E+00    0.567933661745625984E+00    0.359382536995335844E+00    0.258718588998035326E+01    0.356507444014161923E+01    0.212495116331238965E+01   -0.187150012089688721E+12   -0.599646350544151474E+01    1
    0.158295446634292603E+04    0.964079916477203369E+00    0.920898393988609287E+00    0.189662316676972892E+00    0.488690227472692196E+00    0.402771981351520925E+00    0.267635801825649899E+01    0.283676686672164502E+01    0.204057452724521005E+01   -0.179031792796898407E+12   -0.599896350544151957E+01    1
    0.138304546475410461E+04    0.917410314083099365E+00    0.963131850957870461E+00    0.203132964009984041E+00    0.428059643765915376E+00    0.320995704636871659E+00    0.230217191454860126E+01    0.318869705129131287E+01    0.174086938196237351E+01   -0.178239340744235413E+12   -0.600146350544151552E+01    1
    0.166031494736671448E+04    0.952616512775421143E+00    0.910228872299194358E+00    0.187988090809742658E+00    0.472111479265723777E+00    0.378516836901578557E+00    0.272745782232346512E+01    0.305497808302255036E+01    0.184221369595863305E+01   -0.175112824579449829E+12   -0.600396350544151858E+01    1
    0.129730570316314697E+04    0.852033376693725586E+00    0.989554780125617928E+00    0.206429199234958310E+00    0.473225175330699632E+00    0.294483869078141169E+00    0.269610199706105691E+01    0.336117263627163654E+01    0.206330978364950290E+01   -0.171429696533853943E+12   -0.600646350544151630E+01    1
    0.141169112920761108E+04    0.906928658485412598E+00    0.933326017856597856E+00    0.194086306474968384E+00    0.466844388865124138E+00    0.384934031215690697E+00    0.245463191754356291E+01    0.368306486284776025E+01    0.239692326194943472E+01   -0.171201250728153259E+12   -0.600896350544152469E+01    1
    0.149212855100631714E+04    0.914833128452301025E+00    0.920752937793731685E+00    0.185809222547445391E+00    0.538373603721993166E+00    0.407233928401530942E+00    0.257692916663040483E+01    0.332594952616107431E+01    0.191786364725297243E+01   -0.170403841684869629E+12   -0.601146350544151886E+01    1
    0.146080812811851501E+04    0.978554725646972656E+00    0.839654057621955885E+00    0.183061920257374305E+00    0.505071632612311805E+00    0.359521651808577980E+00    0.282651226283371004E+01    0.339072093407969399E+01    0.204468337347906015E+01   -0.167468265943640564E+12   -0.601396350544150859E+01    1
    0.162658894062042236E+04    0.884382724761962891E+00    0.911926549673080400E+00    0.194536256006751090E+00    0.558506447656096694E+00    0.454731088484829682E+00    0.290916821658954339E+01    0.335116549577394052E+01    0.163740444912084104E+01   -0.163840659552018280E+12   -0.601646350544151520E+01    1
    0.153802832961082458E+04    0.928247094154357910E+00    0.866007179617881762E+00    0.198080494409464070E+00    0.494393447229388439E+00    0.313132116847724906E+00    0.278237652758131659E+01    0.317382225148818753E+01    0.207377323348255072E+01   -0.163504312603013062E+12   -0.601896350544151559E+01    1
    0.141732144355773926E+04    0.840660274028778076E+00    0.952120020389556898E+00    0.199322262264778283E+00    0.603120362113235386E+00    0.338276751789409025E+00    0.215380661332266410E+01    0.327851120160374521E+01    0.231182679769369681E+01   -0.163263488150698730E+12   -0.602146350544152753E+01    1
    0.141804254055023193E+04    0.973122775554656982E+00    0.798196504712104793E+00    0.202063657671459423E+00    0.457912592429523535E+00    0.358816715080877757E+00    0.334685134207933643E+01    0.328551138572869217E+01    0.172768608073874819E+01   -0.159797018148416473E+12   -0.602396350544153325E+01    1
    0.161405056715011597E+04    0.947030186653137207E+00    0.821657084226608214E+00    0.184164588599335960E+00    0.495216878878600386E+00    0.378395956180571591E+00    0.289050619383370311E+01    0.308625838843150735E+01    0.239418208232026242E+01   -0.159376983906148132E+12   -0.602646350544152298E+01    1
    0.144811573624610901E+04    0.977146625518798828E+00    0.789581544399261426E+00    0.194932505841617754E+00    0.463419858643246085E+00    0.380398785809229034E+00    0.206691065386892348E+01    0.314636469791998419E+01    0.174239677328394160E+01   -0.159065053954608734E+12   -0.602896350544150561E+01    1
    0.171250808238983154E+04    0.943404376506805420E+00    0.820723922252655003E+00    0.211774742859809573E+00    0.391861918194274517E+00    0.362083592481802774E+00    0.247942228794359565E+01    0.321487136243062777E+01    0.227586111144595149E+01   -0.158652042429507202E+12   -0.603146350544150955E+01    1
    0.125548768043518066E+04    0.867498755455017090E+00    0.879385550022125262E+00    0.195819658869131080E+00    0.510227650726608695E+00    0.352647862495642617E+00    0.298417033327146664E+01    0.292030059504748607E+01    0.213950525211705012E+01   -0.155939700687450378E+12   -0.603396350544152682E+01    1
    0.148875302076339722E+04    0.779953956604003906E+00    0.966729310154914812E+00    0.200673813091922060E+00    0.544205025629856731E+00    0.359537501737451914E+00    0.221123566247084513E+01    0.366205998944224076E+01    0.210618803735504034E+01   -0.155908353920966492E+12   -0.603646350544153165E+01    1
    0.139264947175979614E+04    0.826257348060607910E+00    0.919835590124130187E+00    0.191726520576159520E+00    0.523498027613499950E+00    0.415438581139502605E+00    0.314894501991905562E+01    0.346934698315685575E+01    0.223641116668500928E+01   -0.155816343925430206E+12   -0.603896350544152227E+01    1
    0.127818247675895691E+04    0.937204480171203613E+00    0.805908515453338636E+00    0.170166673261901297E+00    0.511847014278129397E+00    0.389012146804876502E+00    0.269678178902501164E+01    0.339772910362027503E+01    0.182731297913551072E+01   -0.155352711312960144E+12   -0.604146350544151556E+01    1
    0.138709771633148193E+04    0.985915541648864746E+00    0.721223800778388990E+00    0.179463543074256549E+00    0.444755161845193980E+00    0.345046829265660382E+00    0.255546226767157547E+01    0.358423663760588518E+01    0.219155542204887155E+01   -0.149863433404632629E+12   -0.604396350544152039E+01    1
    0.166621971130371094E+04    0.776282012462615967E+00    0.919446605443954512E+00    0.207404926108239351E+00    0.489815762781596720E+00    0.403112957368302272E+00    0.239894531821812951E+01    0.375839879591336512E+01    0.203656544244925852E+01   -0.148163102503290039E+12   -0.604646350544152966E+01    1
    0.174716874957084656E+04    0.806499063968658447E+00    0.881818946599960296E+00    0.172324175673212177E+00    0.568945776122865565E+00    0.382904922860799857E+00    0.261236449826105011E+01    0.333571048745295240E+01    0.260778527833904494E+01   -0.147069182241664001E+12   -0.604896350544152206E+01    1
    0.138540562987327576E+04    0.876092314720153809E+00    0.800930196046829246E+00    0.173897533932014681E+00    0.519890585736898947E+00    0.319421594288940736E+00    0.327264148483101014E+01    0.272642709863388122E+01    0.187385987344413318E+01   -0.145417309251612671E+12   -0.605146350544152156E+01    1
    0.145522865653038025E+04    0.859207570552825928E+00    0.812838662266731293E+00    0.167708079993892895E+00    0.443829355049159269E+00    0.405132985540449908E+00    0.259830881276822234E+01    0.379879569401213812E+01    0.202607558381970598E+01   -0.144695469828806335E+12   -0.605396350544152995E+01    1
    0.139973631501197815E+04    0.863380253314971924E+00    0.779074237346649157E+00    0.190947580348788198E+00    0.497255904998368636E+00    0.388031799242615161E+00    0.274043798657348336E+01    0.361695383838387619E+01    0.219090199657709661E+01   -0.140476411311288391E+12   -0.605646350544151790E+01    1
    0.168406113982200623E+04    0.849236488342285156E+00    0.790646708607673609E+00    0.184397402590544823E+00    0.514552015230647197E+00    0.417807256861473353E+00    0.274683941465297821E+01    0.336397289299819491E+01    0.244161104166176024E+01   -0.140115669183983948E+12   -0.605896350544151829E+01    1
    0.125367540121078491E+04    0.924477875232696533E+00    0.714681281447410610E+00    0.194544749399220451E+00    0.533259821095777631E+00    0.399191000420774378E+00    0.299921260588817251E+01    0.357152268623676239E+01    0.186138415143763192E+01   -0.140014256514916046E+12   -0.606146350544153112E+01    1
    0.126479393243789673E+04    0.873372077941894531E+00    0.758297427892684950E+00    0.152671928853905764E+00    0.516202238651331413E+00    0.331343492462427169E+00    0.244231430489416734E+01    0.349951562548640149E+01    0.202948198117634782E+01   -0.138969515875242096E+12   -0.606396350544153950E+01    1
    0.174017384648323059E+04    0.854825437068939209E+00    0.773474498391151455E+00    0.182718245206409446E+00    0.571905280405721528E+00    0.395079019208823934E+00    0.270026530058104175E+01    0.371760329924303523E+01    0.186181158186550855E+01   -0.138502036356474030E+12   -0.606646350544153368E+01    1
    0.171984618902206421E+04    0.913788735866546631E+00    0.698213928937912010E+00    0.214118788507437763E+00    0.371802254964858969E+00    0.339004106906635572E+00    0.310279817376791067E+01    0.343815997930914996E+01    0.213222955240173118E+01   -0.136263124811873001E+12   -0.606896350544153407E+01    1
    0.153467732667922974E+04    0.936879575252532959E+00    0.666220234036445591E+00    0.210368251861208194E+00    0.543009945714906350E+00    0.348540517908125347E+00    0.269275900873953500E+01    0.367775412793214151E+01    0.252775599125016370E+01   -0.135055378074178375E+12   -0.607146350544153712E+01    1
    0.145236429572105408E+04    0.611137926578521729E+00    0.988384580612182595E+00    0.181438351622802307E+00    0.540516191637694043E+00    0.362183784420532284E+00    0.319723540676203877E+01    0.352499758910767547E+01    0.157822719729181338E+01   -0.134573107315214554E+12   -0.607396350544151886E+01    1
    0.132066187262535095E+04    0.921914398670196533E+00    0.676974669098854065E+00    0.200328517819901047E+00    0.425608945009232909E+00    0.371807882135084422E+00    0.258605925636235501E+01    0.356802438434608016E+01    0.219943026148777010E+01   -0.134487890396673843E+12   -0.607646350544150149E+01    1
    0.160717079043388367E+04    0.614329338073730469E+00    0.984429706335067767E+00    0.182654810424331376E+00    0.444059017690060898E+00    0.330740523973744704E+00    0.276239109479492484E+01    0.295216124989442763E+01    0.211065226401730177E+01   -0.134470404966033066E+12   -0.607896350544150277E+01    1
    0.157971984148025513E+04    0.720097362995147705E+00    0.866443430185317998E+00    0.214183364511486979E+00    0.511938676234122814E+00    0.322777082903209278E+00    0.304347532492569384E+01    0.319768217152332968E+01    0.203711491923295096E+01   -0.132837408272509659E+12   -0.608146350544151737E+01    1
    0.159771615266799927E+04    0.681279718875885010E+00    0.902660842537879926E+00    0.223434619940716866E+00    0.434274843547497014E+00    0.284343989167712641E+00    0.275781049686541513E+01    0.345422230140537012E+01    0.186027741376564770E+01   -0.132492448905227554E+12   -0.608396350544153197E+01    1
    0.167702528834342957E+04    0.630364179611206055E+00    0.950162528157234232E+00    0.199100553048217638E+00    0.516763357521532463E+00    0.338258746456974790E+00    0.208900100374668796E+01    0.371058789109673537E+01    0.214887197975073985E+01   -0.132040910257517807E+12   -0.608646350544153236E+01    1
    0.128438055515289307E+04    0.837847948074340820E+00    0.740956276059150709E+00    0.206297271441941238E+00    0.507334012885504282E+00    0.398861847995863550E+00    0.269251470507992696E+01    0.353064681164237992E+01    0.220151231286384075E+01   -0.131813667717418533E+12   -0.608896350544152032E+01    1
    0.143327522277832031E+04    0.682360351085662842E+00    0.892076293230056772E+00    0.193000512623795750E+00    0.480213231810305952E+00    0.434746404143328879E+00    0.233667756973358376E+01    0.370991830854467963E+01    0.207921766220687365E+01   -0.131239216396760620E+12   -0.609146350544151804E+01    1
    0.139495018124580383E+04    0.877673506736755371E+00    0.692185433506965597E+00    0.198446592293593294E+00    0.536082986425604813E+00    0.344776922597631819E+00    0.250486485131025471E+01    0.319051351515505122E+01    0.202145838411963119E+01   -0.130639815089081635E+12   -0.609396350544151844E+01    1
    0.160475006699562073E+04    0.857305645942687988E+00    0.709860751032829307E+00    0.172336674028426617E+00    0.418585161341864798E+00    0.319909495269654065E+00    0.281642398358554136E+01    0.307673326895971133E+01    0.187006829737759839E+01   -0.130288534865230743E+12   -0.609646350544151083E+01    1
    0.136197870969772339E+04    0.582763969898223877E+00    0.981003490090370134E+00    0.186941413197079326E+00    0.566024452481608153E+00    0.316176540686663177E+00    0.267733892072502977E+01    0.361316095849834484E+01    0.194964925977625025E+01   -0.129846444090063370E+12   -0.609896350544150234E+01    1
    0.149244540929794312E+04    0.810398578643798828E+00    0.730012187361717246E+00    0.165550548867501368E+00    0.459811570159059324E+00    0.312338757392251753E+00    0.293328404207508431E+01    0.357612675955731474E+01    0.197301729632086542E+01   -0.126848804184885757E+12   -0.610146350544149918E+01    1
    0.130954053997993469E+04    0.770186722278594971E+00    0.766102141141891457E+00    0.201515976781097755E+00    0.517486899848757731E+00    0.459828388521980380E+00    0.295792315549348084E+01    0.304433710721098461E+01    0.210247441528237289E+01   -0.126327021877688705E+12   -0.610396350544150579E+01    1
    0.170079275965690613E+04    0.748442292213439941E+00    0.785856803655624381E+00    0.192626440217137401E+00    0.562559396458648275E+00    0.384322977900538820E+00    0.287600215410480642E+01    0.324016306424312628E+01    0.229428410120822868E+01   -0.126075910378294861E+12   -0.610646350544152394E+01    1
    0.153040048480033875E+04    0.980211377143859863E+00    0.549346033930778521E+00    0.168242608199633076E+00    0.471174359170653256E+00    0.301975992030485474E+00    0.316240229658376215E+01    0.333045912515411402E+01    0.218020945290952151E+01   -0.125479513232178162E+12   -0.610896350544153233E+01    1
    0.169346424937248230E+04    0.971109211444854736E+00    0.557251415848731946E+00    0.162619052540255854E+00    0.532060458962158922E+00    0.414201425455268446E+00    0.286065516775560491E+01    0.291795476845016299E+01    0.229350037406714113E+01   -0.125329431211665039E+12   -0.611146350544151318E+01    1
